AR03,AR04,AR07,AR09,BR03,BR04,BR07,BR09,CR03,CR04,CR07,CR09
PQBR57_0414,851.856181289683,948.56053273768,956.198770495386,960.77742150737,841.009976869033,911.204016221261,935.900518535554,879.604051586723,787.628251613635,865.001615529199,796.162786653533,874.029701523168
PQBR57_0415,7752.63056048287,7404.74211674876,7706.56573837085,7940.1564055592,7856.5011364592,8097.89242936585,7493.83772888284,7746.20889636187,7559.3928123821,9327.85982592789,7040.01926265697,7667.63557152696
PQBR57_0416,118.098243315161,203.394373625813,80.5915371332899,167.309183224709,159.074755314763,228.034646110757,114.179863261338,133.524701478587,132.424663837193,132.430051255921,190.454627395551,136.862031027486
PQBR57_0417,118.625467615675,157.805979537269,113.331849093689,138.399140535145,239.677365708627,200.421075683282,234.476504911675,208.946078911511,212.82535259549,146.323382526074,310.87041581026,223.191494926651
PQBR57_0418,286.055083516294,334.032890538032,342.200447068882,277.444502738159,334.242676536856,311.939417405887,306.55294027363,311.320648440244,269.551176147206,342.025083739758,225.099583935403,266.425171409652
PQBR57_0419,335.217321409956,290.363002348574,239.914806696794,239.835064459674,324.879596431304,297.979888523575,265.248605422492,266.616934288418,240.656360242592,201.701154989788,199.427970417072,221.827961602016
PQBR57_0420,675.95705055388,523.251405834101,501.046069677361,326.33060505129,769.210165502307,725.735263526832,646.017647399673,615.841074686558,666.479393654296,568.490845029531,620.230530005248,467.152907764096
PQBR57_0421,806.417109204269,697.172685716888,581.882926689985,661.010820466366,641.047521417701,603.05804265298,681.670825440821,547.524698914552,589.240341887512,411.373200263263,623.596774401478,578.569516591172
PQBR57_0422,2424.12183646909,2956.78572185619,3125.57310132068,2365.89688662185,2291.93232986402,2582.26733301408,3290.18290187275,2554.90824228072,2224.8650346989,1195.79108782074,4087.88303867095,1830.47669981034
PQBR57_0423,1673.05844696478,2230.3245107934,2256.56303973212,1889.60959877319,1935.40952299628,2080.81614576065,2613.45020353728,2248.8370775341,1944.98725010878,1026.33289723339,3404.37646469547,1368.62031027486
PQBR57_0424,397.446011156791,330.06305610176,430.079837586307,260.372888567219,382.391238737411,340.642414348143,403.602813359673,283.228364761549,352.662523371372,236.027460857909,322.765654600633,250.810509349013
PQBR57_0425,403.18486293079,311.087056435476,370.461098112704,293.664126153427,295.058013890286,301.134462101906,382.645778313085,344.57987478345,363.099884714885,224.276699707609,359.022331884758,270.088258574166
PQBR57_0426,490.318599478122,569.22871190229,599.039773780927,624.773262987228,521.964040876566,606.98954349794,397.590595285015,536.483175583609,372.444367042107,319.251016420525,468.696934606239,401.097758998619
